,popularity,budget,revenue,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
5474,1.559076,13000000,68572378,94,['Thriller'],960,6.6,2013,12168433.5856255,64186032.8847237
5475,1.526466,17000000,97542952,91,['Horror'],1254,6.3,2013,15912566.9965872,91303456.3967583
5476,1.496605,28000000,134402450,105,['Comedy'],563,6.4,2013,26208933.8767318,125805175.890027
5477,1.483329,30000000,36894225,111,"['Crime', 'Comedy', 'Action']",710,6.1,2013,28081000.5822127,34534225.1235096
5480,1.454579,15000000,35485608,140,"['Drama', 'Crime']",1116,6.7,2013,14040500.2911063,33215712.6302724
5481,1.447973,80000000,246984278,100,['Comedy'],806,5.9,2013,74882668.2192339,231185521.810513
5482,1.439458,103000000,362000072,100,['Comedy'],2010,6.0,2013,96411435.3322637,338844141.086435
5483,1.432796,135000000,585178928,98,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1755,6.8,2013,126364502.619957,547746993.928887
5484,1.419386,22000000,43058898,100,"['Action', 'Thriller']",618,6.4,2013,20592733.7602893,40304564.6602479
5485,1.41459,50000000,122915111,115,"['Action', 'Thriller']",1114,6.7,2013,46801667.6370212,115052643.451791
5486,1.412233,30000000,82394288,100,"['Drama', 'Horror']",897,5.8,2013,28081000.5822127,77123801.6433001
5487,1.40572,55000000,95000000,134,"['Action', 'Drama', 'Thriller']",1729,7.7,2013,51481834.4007233,88923168.5103403
5488,1.388168,25000000,71009334,117,"['Thriller', 'Crime', 'Drama']",497,4.9,2013,23400833.8185106,66467104.9798846
5489,1.375772,150000000,205366737,131,"['Action', 'Drama', 'Thriller']",1371,6.4,2013,140405002.911063,192230115.375471
5490,1.366699,8000000,63464861,104,"['Comedy', 'Music', 'Romance', 'Drama']",880,7.2,2013,7488266.82192339,59405226.623035
5491,1.363563,35000000,21819348,90,['Comedy'],283,5.6,2013,32761167.3459148,20423637.46305
5492,1.358934,12000000,1456675,94,"['Comedy', 'Crime']",94,5.6,2013,11232400.232885,1363496.38410315
5494,1.3317,195000000,197687603,114,"['Action', 'Family', 'Fantasy']",2186,5.5,2013,182526503.784382,185042189.831308
5495,1.321896,30000000,62616646,91,"['Crime', 'Thriller', 'Drama']",413,5.5,2013,28081000.5822127,58611269.0927403
5496,1.319947,55000000,9489829,92,"['Action', 'Crime', 'Thriller']",347,5.2,2013,51481834.4007233,8882796.45580331
5497,1.316881,11000000,7847000,93,"['Drama', 'Comedy', 'Romance']",482,6.7,2013,10296366.8801446,7345053.71895411
5498,1.30454,26000000,51164106,105,['Comedy'],377,6.1,2013,24336867.171251,47891309.6791464
5499,1.302011,32000000,126041322,107,"['Action', 'Comedy']",1687,6.2,2013,29953067.2876935,117978881.215495
5500,1.291008,15000000,151831537,92,['Comedy'],496,6.1,2013,14040500.2911063,142119382.629841
5501,1.290891,35000000,46216641,118,"['Action', 'Crime']",1196,5.6,2013,32761167.3459148,43260317.4276305
5502,1.28446,130000000,243843127,100,"['Science Fiction', 'Action', 'Adventure']",1792,5.1,2013,121684335.856255,228245299.708519
5504,1.275381,43000000,158674180,117,"['Action', 'Comedy', 'Crime']",1166,6.6,2013,40249434.1678382,148524324.698737
5505,1.261132,35000000,112544580,125,"['Comedy', 'Drama', 'History']",811,7.3,2013,32761167.3459148,105345480.550162
5506,1.251506,28000000,29000000,103,"['Action', 'Adventure', 'Crime']",1479,6.3,2013,26208933.8767318,27144967.2294723
5507,1.227417,5000000,44030246,104,['Horror'],665,6.2,2013,4680166.76370212,41213778.7853656
5508,1.21451,255000000,89289910,149,"['Action', 'Adventure', 'Western']",1607,6.0,2013,238688504.948808,83578333.8231908
5509,1.212556,60000000,105200903,113,"['Crime', 'Drama', 'Action', 'Thriller']",1352,6.1,2013,56162001.1644254,98471553.9464102
5510,1.200825,35000000,173965010,111,"['Comedy', 'Crime']",1361,5.6,2013,32761167.3459148,162837051.569821
5512,1.188033,12000000,12077441,99,"['Drama', 'Horror', 'Thriller']",594,6.3,2013,11232400.232885,11304887.5917546
5514,1.134425,9000000,6108720,106,"['Action', 'Adventure', 'Drama']",463,6.5,2013,8424300.17466382,5717965.66255248
5515,1.120621,20000000,47241945,92,"['Horror', 'Thriller']",302,5.4,2013,18720667.0548084,44220036.1683287
5516,1.116296,2500000,6854611,95,"['Comedy', 'Drama', 'Romance']",669,6.8,2013,2340083.38185106,6416144.51606139
5517,1.114792,20000000,24261569,101,"['Thriller', 'Crime', 'Drama', 'Mystery']",666,6.4,2013,18720667.0548084,22709637.7738131
5518,1.108437,50000000,173649015,119,['Comedy'],639,6.0,2013,46801667.6370212,162541269.710522
5520,1.094958,200000000,491868548,130,"['Fantasy', 'Adventure', 'Family']",2855,5.6,2013,187206670.548084,460405366.092004
5521,1.089268,135000000,282570682,96,"['Animation', 'Family']",805,6.1,2013,126364502.619957,264495582.858608
5522,1.078745,20000000,8352885,100,"['Action', 'Thriller']",415,5.7,2013,18720667.0548084,7818578.9516052
5523,1.07557,25000000,86175291,130,"['Thriller', 'Crime', 'Action']",1143,6.1,2013,23400833.8185106,80662946.5581117
5526,1.06549,44000000,63327201,125,"['Action', 'Adventure', 'Romance', 'Science Fiction', 'Thriller']",1399,6.0,2013,41185467.5205786,59276372.2716967
5527,1.064357,30000000,4861022,104,"['Drama', 'Thriller', 'Mystery', 'Action']",403,6.0,2013,28081000.5822127,4550078.72040496
5528,1.055997,18000000,20275812,111,['Drama'],189,6.6,2013,16848600.3493276,18978836.2858945
5529,1.054366,15000000,146497771,100,['Horror'],931,6.0,2013,14040500.2911063,137126799.758128
5531,1.047604,32000000,57284237,155,"['Adventure', 'Drama', 'History']",253,7.2,2013,29953067.2876935,53619956.4182871
5532,1.047374,13000000,18000000,107,"['Comedy', 'Drama', 'Romance']",230,5.4,2013,12168433.5856255,16848600.3493276
5534,1.031715,25000000,115922175,132,['Drama'],724,7.2,2013,23400833.8185106,108507022.122212
5535,1.020237,6000000,32438988,90,['Comedy'],564,4.4,2013,5616200.11644254,30363974.6971464
5536,1.010837,13000000,48065672,93,['Comedy'],594,5.7,2013,12168433.5856255,44991072.1138815
5537,1.002527,40000000,74597643,89,"['Animation', 'Comedy', 'Adventure', 'Family', 'Science Fiction']",242,5.8,2013,37441334.1096169,69825881.8838232
5538,0.983805,40000000,44907260,113,['Comedy'],280,6.0,2013,37441334.1096169,42034693.1401859
5539,0.976612,10900000,16505460,105,['Drama'],138,7.1,2013,10202763.5448706,15449661.0623229
5541,0.968034,12000000,15008161,107,"['Action', 'Crime', 'Thriller']",399,5.2,2013,11232400.232885,14048139.259298
5542,0.96795,28000000,97594140,115,['Romance'],591,6.8,2013,26208933.8767318,91351370.0720184
5545,0.941711,9500000,7800000,88,['Comedy'],227,6.2,2013,8892316.85103403,7301060.15137531
5546,0.939402,15000000,19145732,90,"['Drama', 'Crime']",714,5.3,2013,14040500.2911063,17921043.7146296
5547,0.937954,11000000,3639345,94,"['Action', 'Drama']",157,5.0,2013,10296366.8801446,3406548.3021291
5548,0.934716,23000000,15600000,118,"['Drama', 'Romance']",209,6.6,2013,21528767.1130297,14602120.3027506
5549,0.932599,78000000,248384621,95,"['Animation', 'Family', 'Comedy']",637,6.4,2013,73010601.5137531,232496289.563789
5551,0.92639,18000000,97505481,98,"['Comedy', 'Drama']",680,6.9,2013,16848600.3493276,91268382.2909977
5552,0.921438,28000000,1021398,137,"['Drama', 'Romance']",146,5.6,2013,26208933.8767318,956062.594422364
5556,0.892454999999999,2500000,60141683,86,"['Comedy', 'Horror']",345,5.5,2013,2340083.38185106,56294621.1779418
5557,0.890458,4800000,10337387,90,"['Drama', 'Thriller', 'Crime']",562,5.3,2013,4492960.09315403,9676139.01218528
5558,0.886993,30000000,63372757,106,"['Thriller', 'Crime', 'Drama']",987,6.3,2013,28081000.5822127,59319014.2071142
5561,0.873687999999999,13500000,19255873,124,"['Drama', 'Romance', 'Crime', 'Mystery']",389,7.7,2013,12636450.2619957,18024139.3641338
5562,0.869067,30000000,27437881,100,['Comedy'],587,5.2,2013,28081000.5822127,25682771.7445228
5563,0.864696999999999,10000000,21587700,130,['Drama'],739,6.9,2013,9360333.52740424,20206807.2089544
5566,0.860381,16000000,318982,100,['Drama'],185,6.2,2013,14976533.6438467,298577.790923846
5567,0.859276,18000000,22309223,116,"['Drama', 'History']",181,6.6,2013,16848600.3493276,20882176.8017238
5568,0.844465999999999,56000000,19701164,109,"['Thriller', 'Crime', 'Drama']",438,5.7,2013,52417867.7534637,18440946.5918089
5572,0.816581,80000000,126546518,87,"['Animation', 'Family', 'Adventure']",92,5.0,2013,74882668.2192339,118451761.521166
5575,0.799644999999999,2900000,74918,86,"['Horror', 'Thriller']",83,5.3,2013,2714496.72294723,70125.7467206071
5576,0.794369,8500000,9747,99,"['Action', 'Adventure', 'Crime']",198,5.5,2013,7956283.49829361,9123.51708916092
5577,0.787443,60000000,60052138,124,"['Fantasy', 'Drama', 'Romance']",650,5.5,2013,56162001.1644254,56210804.0713706
5578,0.784571,27220000,5496951,105,"['Thriller', 'Crime']",304,6.2,2013,25478827.8615943,5145329.47437983
5579,0.782462,105000000,347434178,105,"['Fantasy', 'Family', 'Comedy', 'Animation']",498,5.5,2013,98283502.0377446,325209978.489953
5580,0.779447999999999,16000000,5867686,120,"['Drama', 'Romance']",163,6.0,2013,14976533.6438467,5492349.79940805
5581,0.774149,40000000,95020213,128,['Drama'],648,6.8,2013,37441334.1096169,88942088.5524993
5582,0.765495,10000000,1585582,92,['Drama'],147,6.0,2013,9360333.52740424,1484157.63550486
5584,0.752327,4600000,23198652,103,"['Comedy', 'Drama']",490,7.1,2013,4305753.42260595,21714712.0106183
5585,0.751379,28000000,8555008,128,"['Drama', 'Thriller']",231,5.6,2013,26208933.8767318,8007772.82096115
5586,0.74452,25000000,6399,99,"['Fantasy', 'Adventure', 'Family']",49,5.2,2013,23400833.8185106,5989.67742418597
5587,0.744185,25500000,2415472,128,"['Thriller', 'Crime', 'Drama']",125,5.8,2013,23868850.4948808,2260962.35461061
5588,0.734349,120000000,415440673,126,"['Action', 'Science Fiction', 'Adventure', 'Fantasy']",2986,6.4,2013,112324002.32885,388866326.012928
5589,0.733975,35000000,42930462,112,"['Thriller', 'Drama']",917,5.7,2013,32761167.3459148,40184344.2805554
5590,0.732485,55000000,110000000,91,"['Animation', 'Comedy', 'Family']",185,5.8,2013,51481834.4007233,102963668.801446
5591,0.724877,12000000,17654912,115,"['Drama', 'Adventure']",400,7.3,2013,11232400.232885,16525586.4716971
5593,0.723277,20000000,78378744,86,['Comedy'],532,4.6,2013,18720667.0548084,73365118.5299034
5598,0.707968,25000000,2054941,105,"['Action', 'Drama']",193,5.6,2013,23400833.8185106,1923493.31391376
5599,0.707197,8500000,22456509,96,['Comedy'],65,5.8,2013,7956283.49829361,21020041.4101155
5603,0.687654,25000000,74188937,121,"['Comedy', 'Drama']",307,6.8,2013,23400833.8185106,69443319.4363581
5615,0.639506,3000000,11176469,108,"['Romance', 'Drama']",346,7.1,2013,2808100.05822127,10461547.7498694
5618,0.625753,5000000,86362372,84,"['Horror', 'Thriller']",283,5.3,2013,4680166.76370212,80838060.6137757
5624,0.598453,12000000,35931410,128,"['Drama', 'History']",908,6.0,2013,11232400.232885,33632998.1709908
5625,0.596009,3500000,25174316,97,"['Science Fiction', 'Thriller', 'Horror']",404,6.0,2013,3276116.73459148,23563999.4084269
5626,0.592819,1000000,2963902,93,['Comedy'],143,6.4,2013,936033.352740424,2774311.12625405
5628,0.58119,35000000,13785015,106,"['Drama', 'Thriller']",238,5.6,2013,32761167.3459148,12903233.808027
5636,0.5641,5000000,1189612,90,"['Horror', 'Thriller']",18,4.8,2013,4680166.76370212,1113516.50882024
5644,0.54416,22000000,15400000,116,"['Thriller', 'Drama', 'Crime']",469,6.4,2013,20592733.7602893,14414913.6322025
5645,0.53635,1500000,3566225,104,"['Comedy', 'Romance']",225,5.6,2013,1404050.02911063,3338105.54337672
5650,0.522347,160000000,788679850,130,"['Action', 'Thriller', 'Crime']",4368,6.6,2013,149765336.438467,738230644.234315
5656,0.506169,20000000,16549477,110,"['Music', 'Drama']",62,5.9,2013,18720667.0548084,15490862.4424105
5661,0.476673,100000,444098,96,"['Drama', 'Science Fiction']",163,6.5,2013,93603.3352740424,415690.539885317
5673,0.457857,20000000,27187375,85,"['Animation', 'Adventure', 'Family']",51,5.8,2013,18720667.0548084,25448289.7734612
5674,0.457768,10000000,30283,117,['Drama'],18,4.6,2013,9360333.52740424,28345.8980210382
5679,0.442256,17500000,7018189,93,"['Drama', 'Music']",10,6.2,2013,16380583.6729574,6569258.97983596
5697,0.412492,4000000,9221,99,"['Mystery', 'Horror', 'Thriller']",69,5.4,2013,3744133.41096169,8631.16354561945
5704,0.387592,7000000,6147,95,"['Western', 'Thriller']",41,5.7,2013,6552233.46918297,5753.79701929539
5713,0.381676,10000000,1034589,99,['Thriller'],77,5.4,2013,9360333.52740424,968409.810378363
5722,0.364964,8000000,9630444,106,"['Horror', 'Thriller']",81,5.6,2013,7488266.82192339,9014416.7856989
5727,0.359864,18000000,7972967,93,['Music'],53,6.6,2013,16848600.3493276,7462963.03229876
5732,0.354271,70000000,18662027,88,"['Animation', 'Music', 'Family']",36,6.1,2013,65522334.6918297,17468279.7017423
5741,0.341686,4900000,2159041,97,"['Comedy', 'Romance']",111,6.6,2013,4586563.42842808,2020934.38593403
5746,0.33771,6500000,2401510,116,"['Drama', 'Thriller']",179,6.3,2013,6084216.79281276,2247893.45693965
5750,0.332741,17000000,71625195,123,['Comedy'],78,7.0,2013,15912566.9965872,67043571.4165367
5772,0.312975,33000000,9494789,105,"['Adventure', 'Drama', 'Family']",157,6.7,2013,30889100.640434,8887439.1812329
5775,0.510294999999999,250000,56825,99,"['Thriller', 'Drama']",41,4.4,2013,234008.338185106,53190.0952694746
5785,0.296763,15,122,110,['Music'],20,5.9,2013,14.0405002911063,114.196069034331
5787,0.295687,4000000,350006,92,"['Drama', 'Romance']",30,5.8,2013,3744133.41096169,327617.289659265
5812,0.273681,10000000,653651,94,"['History', 'Drama', 'Thriller', 'Mystery']",86,5.8,2013,9360333.52740424,611839.137052131
5833,0.238632,5000000,15179302,88,"['Horror', 'Thriller']",145,4.5,2013,4680166.76370212,14208332.9433194
5837,0.230595,6000000,1066471,93,['Drama'],98,7.5,2013,5616200.11644254,998252.425730433
5840,0.229656,35000000,27330000,141,"['Drama', 'History']",165,6.5,2013,32761167.3459148,25581791.5303958
5846,0.227851,12000000,100129872,98,['Drama'],360,7.4,2013,11232400.232885,93724899.7976296
5852,0.222776,10,11,85,"['Drama', 'Romance', 'Comedy']",11,6.5,2013,9.36033352740424,10.2963668801446
5860,0.457265,15000000,21766271,113,"['Drama', 'Romance']",122,5.0,2013,14040500.2911063,20373955.6207866
5875,0.384555,7500000,1359910,101,['Drama'],55,6.4,2013,7020250.14555318,1272921.11672523
5903,0.367908,18000000,10501938,90,"['Action', 'Crime']",174,5.0,2013,16848600.3493276,9830164.23641207
5908,0.171647,1052753,466088,120,"['Action', 'Crime']",23,5.9,2013,985411.92019754,436273.913312079
5932,0.411515,3000000,1675381,100,['Horror'],39,4.6,2013,2808100.05822127,1568212.4945476
6010,0.0758669999999999,1200000,2861020,114,['Drama'],19,6.5,2013,1123240.0232885,2678010.14285741
6041,0.040858,58000000,44000000,119,['Comedy'],1174,6.1,2013,54289934.4589446,41185467.5205786
6065,0.010335,30000000,68129518,131,"['War', 'Action']",64,5.5,2013,28081000.5822127,63771501.1541291
6081,6.095293,19000000,381109762,116,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",3785,7.8,1985,38516154.993062,772572771.713735
6082,2.834739,1000000,51525171,97,"['Comedy', 'Drama']",1139,7.6,1985,2027166.05226642,104450077.488422
6083,1.753688,20000000,18432000,121,"['Adventure', 'Fantasy']",124,6.6,1985,40543321.0453284,37364724.6753747
6084,1.746063,12305523,36230219,107,"['Action', 'Adventure', 'Drama', 'Science Fiction']",428,5.8,1985,24945338.4809836,73444670.0229779
6085,1.623978,30000000,152427960,131,"['Adventure', 'Action', 'Thriller']",272,5.8,1985,60814981.5679926,308996785.928224
6086,1.613752,25000000,15502112,114,"['Action', 'Adventure', 'Fantasy', 'Romance']",120,6.3,1985,50679151.3066605,31425355.1848319
6087,1.596994,19000000,61389680,114,"['Adventure', 'Comedy', 'Family']",870,7.2,1985,38516154.993062,124447075.255498
6088,1.299275,3000000,29999213,87,['Horror'],168,5.7,1985,6081498.15679926,60813386.1883095
6089,1.177428,44000000,300400432,96,"['Action', 'Adventure', 'Drama', 'Thriller', 'War']",476,6.2,1985,89195306.2997226,608961557.836567
6090,1.168819,31000000,128499205,161,['Drama'],128,6.7,1985,62842147.6202591,260489226.119223
6091,1.149954,31000000,300473716,91,['Drama'],517,6.6,1985,62842147.6202591,609110116.673542
6093,1.034373,25000000,21288692,80,['Animation'],114,6.2,1985,50679151.3066605,43155713.7195557
6094,1.012186,15000000,146292009,154,['Drama'],168,7.5,1985,30407490.7839963,296558194.362654
6095,0.898411,10000000,57500000,90,"['Action', 'Adventure', 'Thriller']",391,6.3,1985,20271660.5226642,116562048.005319
6096,0.887605,12500000,238227,100,"['Action', 'Adventure', 'Comedy']",50,4.9,1985,25339575.6533302,482925.687133273
6097,0.876636,4000000,14237000,91,"['Comedy', 'Horror']",104,7.1,1985,8108664.20906569,28860763.086117
6098,0.873551,12000000,68706993,113,"['Crime', 'Drama', 'Romance', 'Thriller']",176,6.7,1985,24325992.627197,139280483.762906
6102,0.717479,9000000,24922237,106,"['Horror', 'Thriller', 'Comedy']",98,6.8,1985,18244494.4703978,50521512.7929381
6105,0.70478,17900000,6948633,89,"['Adventure', 'Fantasy', 'Action']",100,5.2,1985,36286272.3355689,14086032.9272581
6106,0.689416,3500000,34000000,102,"['Horror', 'Science Fiction']",91,6.7,1985,7095081.18293247,68923645.7770583
6107,0.688022,15000000,14643997,94,"['Comedy', 'Thriller', 'Crime', 'Mystery']",202,7.1,1985,30407490.7839963,29685813.5878913
6108,0.662175,2200000,21930418,92,"['Horror', 'Thriller']",82,5.2,1985,4459765.31498612,44456598.8816124
6109,0.657238,50000000,23717291,108,"['Adventure', 'Comedy', 'Fantasy', 'Science Fiction', 'Family']",26,5.9,1985,101358302.613321,48078887.1669239
6116,0.617698,15000000,10631333,82,"['Fantasy', 'Comedy', 'Romance']",99,7.0,1985,30407490.7839963,21551477.3479397
6119,0.587272999999999,25000000,96773200,106,"['Action', 'Adventure', 'Comedy', 'Romance']",135,6.1,1985,50679151.3066605,196175345.809188
6121,0.536718,900000,2023414,86,"['Science Fiction', 'Comedy', 'Horror']",98,6.9,1985,1824449.44703978,4101796.17048061
6122,0.5129,9000000,20518905,92,['Comedy'],21,4.4,1985,18244494.4703978,41595227.6456797
6129,0.458359,4500000,10609321,97,"['Comedy', 'Thriller', 'Drama']",98,7.0,1985,9122247.2351989,21506855.3687972
6130,0.427104,6000000,40940662,90,"['Adventure', 'Comedy', 'Family']",102,6.5,1985,12162996.3135985,82993520.1637139
6137,0.384037,20000000,45833132,97,['Comedy'],55,6.5,1985,40543321.0453284,92911369.2594458
6152,0.280847,5000000,27400000,104,"['Drama', 'Action', 'Comedy', 'Romance']",38,6.2,1985,10135830.2613321,55544349.8320999
6156,0.252673999999999,9000000,7936012,111,"['Action', 'Thriller']",48,6.6,1985,18244494.4703978,16087614.1167789
6161,0.229931,25000000,11137801,113,"['Adventure', 'Fantasy', 'Science Fiction', 'Family']",50,6.0,1985,50679151.3066605,22578172.084099
6165,0.214009,5000000,502758,121,['Drama'],11,6.3,1985,10135830.2613321,1019173.95010536
6168,0.208914,3200000,10000000,94,"['Horror', 'Comedy', 'Romance']",32,5.5,1985,6486931.36725255,20271660.5226642
6172,0.592905,10000000,25754284,108,"['Action', 'Adventure', 'Comedy', 'Drama']",31,6.8,1985,20271660.5226642,52208210.2252282
6175,0.150168,25000000,9873044,109,"['Adventure', 'Family', 'Fantasy', 'Romance', 'Science Fiction']",77,6.1,1985,50679151.3066605,20014299.6293326
6178,0.135989,19000000,12918858,115,"['Drama', 'Romance']",13,4.3,1985,38516154.993062,26188670.3716504
6179,0.132713,114,6700000,115,"['Comedy', 'Drama', 'Thriller']",24,6.1,1985,231.096929958372,13582012.550185
6183,0.112015,860000,2451545,97,['Drama'],23,6.2,1985,1743362.80494912,4969688.79960348
6185,0.215817,2410000,10755447,100,"['Action', 'Adventure', 'War']",30,5.0,1985,4885470.18596207,21803077.0353507
6190,5.939927,150000000,895921036,157,"['Adventure', 'Fantasy', 'Family']",3406,7.3,2005,167484493.448174,1000352539.22682
6191,5.400826,150000000,374218673,140,"['Action', 'Crime', 'Drama']",4914,7.3,2005,167484493.448174,417838832.575019
6192,3.628726,180000000,748806957,143,"['Adventure', 'Family', 'Fantasy']",1402,6.5,2005,200981392.137808,836090359.224091
6193,3.617106,54000000,132511035,132,"['Action', 'Thriller', 'Fantasy']",2670,7.6,2005,60294417.6413426,147956957.155121
6194,3.520836,40000000,158733820,124,"['Action', 'Thriller', 'Crime']",1691,7.1,2005,44662531.5861797,177236356.238624
6195,3.508379,150000000,474968763,115,"['Adventure', 'Comedy', 'Family', 'Fantasy']",1826,6.5,2005,167484493.448174,530332684.498405
6196,3.457537,113000000,850000000,140,"['Science Fiction', 'Adventure', 'Action']",2629,7.0,2005,126171651.730957,949078796.206319
6197,3.087036,50000000,104478416,109,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",780,6.6,2005,55828164.4827247,116656763.86685
6198,2.623346,126000000,162949164,136,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",1027,6.4,2005,140686974.496466,181943054.602289
6199,2.444998,75000000,532680671,86,"['Family', 'Animation']",2107,6.4,2005,83742246.724087,594771682.347123
6200,2.368513,100000000,330579719,106,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",1715,5.6,2005,111656328.965449,369113178.539698
6201,2.26533,100000000,230427240,121,"['Drama', 'Fantasy', 'Horror']",1049,6.5,2005,111656328.965449,257286597.120405
6202,2.248624,40000000,285176741,119,"['Comedy', 'Romance']",795,6.3,2005,44662531.5861797,318417880.063907
6203,2.220063,62000000,52304001,93,"['Action', 'Science Fiction']",408,5.3,2005,69226923.9585786,58400727.4186519
6204,2.07205,56000000,113006880,95,"['Action', 'Comedy', 'Drama', 'Family', 'Thriller']",493,5.8,2005,62527544.2206516,126179333.68639
6205,1.844731,132000000,591739379,116,"['Adventure', 'Thriller', 'Science Fiction']",1238,5.9,2005,147386354.234393,660714467.634347
6206,1.813128,85000000,162242962,145,"['Drama', 'History', 'Romance']",409,7.1,2005,94907879.6206319,181154535.374009
6207,1.78595,26000000,109449237,116,"['Comedy', 'Romance']",1236,6.2,2005,29030645.5310168,122207000.114894
6208,1.766397,150000000,314432665,81,"['Animation', 'Family', 'Comedy']",542,5.6,2005,167484493.448174,351083970.807229
6209,1.72647,70000000,368100420,118,"['Comedy', 'Drama', 'Romance']",1010,6.3,2005,78159430.2758145,411007415.8784
6210,1.699822,32000000,85167639,87,"['Action', 'Thriller', 'Crime']",677,6.1,2005,35730025.2689438,95095059.1739463
6212,1.610259,25000000,122489822,97,"['Fantasy', 'Comedy', 'Family']",355,6.1,2005,27914082.2413623,136767638.601513
6213,1.592578,130000000,211643158,144,"['Drama', 'Action', 'Adventure', 'History', 'War']",677,6.4,2005,145153227.655084,236312980.729345
6214,1.513147,43000000,154749918,101,['Comedy'],240,5.7,2005,48012221.4551432,172788077.515843
6215,1.508329,207000000,550000000,187,"['Adventure', 'Drama', 'Action']",1289,6.4,2005,231128600.95848,614109809.309971
6216,1.497085,53000000,95226116,118,"['Comedy', 'Crime']",170,5.3,2005,59177854.3516881,106325985.34198
6217,1.496807,50000000,44434439,110,"['Action', 'Thriller', 'Adventure', 'Crime']",289,5.9,2005,55828164.4827247,49613863.3837919
6218,1.480854,28000000,121147947,128,"['Drama', 'Romance']",749,7.6,2005,31263772.1103258,135269350.237208
6219,1.475604,14000000,178043761,134,"['Drama', 'Romance']",780,7.2,2005,15631886.0551629,198797127.484618
6220,1.464718,75000000,260696994,91,"['Animation', 'Comedy', 'Family', 'Science Fiction']",858,5.9,2005,83742246.724087,291084693.223677
6222,1.40558799999999,87000000,71073932,101,"['Action', 'Crime', 'Adventure']",292,4.8,2005,97141006.1999409,79358543.3225998
6223,1.351718,25000000,39053061,119,"['Drama', 'Comedy']",195,6.3,2005,27914082.2413623,43605214.2612376
6224,1.330824,110000000,478207520,120,"['Action', 'Comedy', 'Drama', 'Thriller']",1750,6.5,2005,122821961.861994,533948961.668717
6226,1.310993,75000000,142400065,129,"['Action', 'Adventure', 'Drama', 'Western']",592,5.8,2005,83742246.724087,158998685.023413
6227,1.274645,42000000,24127895,122,"['Crime', 'Drama', 'Thriller']",822,6.9,2005,46895658.1654887,26940321.8136382
6228,1.273393,65000000,64321501,101,"['Family', 'Fantasy', 'Science Fiction', 'Adventure']",389,5.9,2005,72576613.8275421,71819026.7520748
6229,1.270018,43000000,56681566,97,['Action'],329,5.0,2005,48012221.4551432,63288555.7957283
6231,1.265401,40000000,117195061,77,"['Romance', 'Fantasy', 'Animation', 'Music']",1022,7.0,2005,44662531.5861797,130855702.841419
6232,1.212451,30000000,192452832,85,"['Adventure', 'Animation', 'Comedy', 'Family']",373,6.6,2005,33496898.6896348,214885767.201243
6233,1.210683,70000000,88933562,97,['Comedy'],181,5.2,2005,78159430.2758145,99299950.5474118
6235,1.200307,29000000,21126225,103,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",219,6.6,2005,32380335.3999803,23588767.283981
6236,1.148377,72000000,96889998,125,"['Drama', 'War']",448,6.4,2005,80392556.8551235,108183814.901497
6238,1.110148,39000000,38869464,119,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",814,7.3,2005,43545968.2965252,43400216.5909469
6239,1.107734,4000000,152925093,92,['Horror'],617,6.2,2005,4466253.15861797,170750544.910799
6240,1.102836,58000000,102854431,95,"['Comedy', 'Fantasy', 'Romance']",304,6.5,2005,64760670.7999606,114843481.832901
6241,1.094959,50000000,66002004,101,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']",294,5.2,2005,55828164.4827247,73695414.710029
6242,1.08379,57000000,52034889,123,"['Comedy', 'Drama', 'Romance']",192,6.0,2005,63644107.5103061,58100246.8386464
6244,1.075427,45000000,92374674,109,"['Action', 'Crime']",379,6.6,2005,50245348.0344522,103142169.882201
6245,1.056592,4800000,80578934,94,['Horror'],448,5.7,2005,5359503.79034157,89971479.6238923
6246,1.05364,15000000,15785148,103,"['Action', 'Comedy', 'Crime', 'Mystery']",527,7.1,2005,16748449.3448174,17625116.778563
6247,1.053307,88000000,108539911,144,"['Romance', 'Drama', 'History']",370,7.0,2005,98257569.4895954,121191680.084965
6248,1.051177,15000000,85306374,124,"['Drama', 'Thriller', 'Crime', 'Romance']",620,7.1,2005,16748449.3448174,95249965.5819366
6249,1.048193,15000000,51053787,80,"['Animation', 'Comedy', 'Family']",288,6.0,2005,16748449.3448174,57004784.3620398
6250,1.045798,25000000,122644820,101,"['Horror', 'Mystery', 'Thriller']",240,6.2,2005,27914082.2413623,136940703.678283
6251,1.014707,85000000,131426169,102,"['Comedy', 'Fantasy', 'Romance']",262,4.9,2005,94907879.6206319,146745635.605327
6254,1.001465,60000000,55987321,100,"['Action', 'Adventure', 'Science Fiction', 'Thriller', 'Horror']",321,4.9,2005,66993797.3792696,62513387.3147021
6256,0.982784,60000000,129181830,94,"['Adventure', 'Comedy', 'Family']",285,5.8,2005,66993797.3792696,144239689.068387
6257,0.956847,30000000,50451307,103,"['Comedy', 'Drama', 'Romance']",112,5.7,2005,33496898.6896348,56332077.3112888
